sku;family;groups;categories;attr_70;attr_38;attr_52;attr_23;attr_47;attr_17;attr_98-EUR;attr_98-USD;attr_63;attr_67;attr_67-unit;attr_29;attr_34;attr_54;attr_99;attr_79;attr_8;attr_89;attr_49;attr_20;attr_21;attr_53-en_US;attr_0-en_US-ecommerce;attr_0-en_US-print;attr_97;name;attr_33;attr_28-EUR;attr_28-USD;attr_41;attr_14-ecommerce;attr_14-print;attr_40;attr_13;attr_88;attr_39-en_US;attr_69;attr_58;attr_32;attr_62;attr_62-unit;attr_3-ecommerce;attr_3-print;attr_9-ecommerce;attr_9-print;attr_15;attr_59-ecommerce;attr_59-print;attr_19-EUR;attr_19-USD;attr_18;attr_71-EUR;attr_71-USD;attr_1;attr_86;attr_4;attr_66-EUR;attr_66-USD;attr_36;attr_11-EUR;attr_11-USD;attr_83-EUR;attr_83-USD;attr_43-en_US;attr_76;attr_27;attr_12;attr_78;attr_75-en_US;attr_56;attr_51;attr_46-ecommerce;attr_46-print;attr_96;attr_85;attr_82;attr_90;attr_57-en_US;attr_57-en_US-unit;attr_24;attr_77;attr_60;attr_42;attr_42-unit;attr_25;attr_35;attr_35-unit;attr_50;attr_44;attr_92-ecommerce;attr_92-print;attr_7;attr_30;attr_93;attr_5;attr_91;attr_2;attr_6;attr_68;attr_68-unit;attr_81-en_US-ecommerce;attr_81-en_US-print;attr_22;attr_22-unit;attr_87;attr_31;attr_73;attr_55;attr_48;attr_37;attr_61;attr_61-unit;attr_74;attr_45-en_US;attr_95;attr_95-unit;attr_94-en_US;attr_65;attr_10-EUR;attr_10-USD;attr_80;attr_16;attr_72;attr_26;attr_64;attr_84
id-3593;fam_39;;master_5_3_1,master_5_2;1;;attr_opt_attr_524;attr_opt_attr_230;;;;;;92;METER;1;;;0;1;;;;;;;;;;"Error culpa molestiae delectus debitis debitis et totam.";;678;739;;;;;;;;"Officia optio laboriosam autem nemo numquam ipsam accusamus.";;;;;;;0;1;attr_opt_attr_156;;;947;307;;;;;448;;;;;;;662;304;2011-06-07;926;386;;;"Occaecati ut autem voluptatem aspernatur est natus nihil non.";;;1988-05-09;2001-12-23;;;;;;;;;;924;METER;;298;METER;;18;;;"Quia iure neque impedit voluptas at.";;"Et enim in corporis fugit.";;;728;;;;;;102;METER;;;;;;;435;METER;;;;;;;;;;;1;;;
id-3594;fam_3;;master_0_0_5,master_0_2_2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;532;676;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;273;581;;;;;;;;;;;;;attr_opt_attr_966;;;;;;;;;;;;;;0;;;;;;;207;;;;;;;;;;;;;;;;;;;;;;"Quis non expedita dicta quaerat.";;;;;;;;;
id-3595;fam_36;;master_5_1_5,master_3_4_0;;;attr_opt_attr_521;;;"Rerum itaque rerum optio.";712;214;;;;1;;;;;;;attr_opt_attr_494;;attr_opt_attr_215;;;;;"Numquam ad nobis esse nisi possimus ipsam.";;;;;;;;1;;2010-03-20;"Itaque id sunt illo tempora natus commodi omnis.";;;;;1972-05-14;1987-11-16;1;0;;attr_opt_attr_598;attr_opt_attr_595;;;;;;;870;;;;;;;204;838;;664;;;;"Autem quaerat a laboriosam ea dolor voluptas.";;2007-07-30;;;;;;;;;;;;;;;;;;;;;"Dolore possimus molestiae fugit assumenda voluptas.";;;;attr_opt_attr_912;;;476;METER;;;;;701;;;;;;;;;;;;;710;911;574;;;;;;
id-3596;fam_25;;master_2_0_4,master_3_5_5;0;1992-04-13;;;;"Nobis saepe expedita ut ut cum vel ut.";47;990;;140;METER;;attr_opt_attr_345;533;0;0;;;;;attr_opt_attr_213;;attr_opt_attr_08;attr_opt_attr_02;;"Quas sapiente excepturi illo maxime consequuntur.";;416;844;;289;183;;0;1974-04-19;;"Ab nostrum quam cumque aperiam.";"Hello world!";;;;2013-09-14;1978-10-07;1;1;;;;229;904;;519;882;;;"Laboriosam voluptatibus veniam alias laborum.";;;;;;;;;780;819;;;;;;;;;;;;;;;;;;;;;;;;;;"Voluptatum quia repudiandae ipsam quis quos tenetur aut.";;;;;;;;;;;;;;;;;;1979-06-11;;;;;;;;;294;855;;;;;;
id-3597;fam_40;;master_1_6_6,master_2_0_4;;;;;;;;;;;;;;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;attr_opt_attr_569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;555;;;;;;46;METER;;;;;;868;;;;;0;;;
id-3598;fam_42;;master_6_5_6,master_3_3_3;;;;;;;;;attr_opt_attr_639;182;METER;;;;0;;;;;2004-05-09;;;attr_opt_attr_05;attr_opt_attr_05;;"Quod et sit deserunt doloremque reiciendis.";;;;;;;;0;;;"Ea est voluptate et optio iste saepe libero.";;;;;;;;;attr_opt_attr_150;;;;;;;;;;;;;"Laboriosam vero quasi est quis consequatur veritatis.";;;487;413;;;306;"Assumenda enim quasi alias dolores.";;;;;;;;"Illum voluptas voluptatem occaecati sequi.";;;127;METER;757;;;;;;712;METER;;;;;;;;;;;;457;METER;;;822;METER;95;;;;;2011-02-14;;;;;;;"Velit eum sit quia placeat ipsa quo vero enim.";391;;;;;;;;
id-3599;fam_17;;master_4_0_4,master_3_0_1;;;;;;;;;;;;;;848;1;;;;attr_opt_attr_492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;687;817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Natus itaque itaque qui facilis.";;;;;;;;;;;;;610;794;;;;;attr_opt_attr_647;
id-3600;fam_12;;master_0_0_4,master_5_0_0;0;;;;;;;;attr_opt_attr_633;;;;;;;;;;attr_opt_attr_491;2007-08-02;;;;;;"Architecto ab placeat consequatur quaerat nemo totam quod consectetur.";;779;730;;302;823;;;;;"Magnam omnis eveniet sed voluptate deleniti delectus mollitia.";;;847;METER;1996-05-12;2013-11-21;1;1;;;;;;;;;;389;;;;;;;;;;;249;;;"Nam mollitia praesentium quisquam aut doloremque eum minima.";;;2002-09-10;2008-03-23;attr_opt_attr_968;;;;;;;;;;;;;;;;;;"Reprehenderit fuga voluptas asperiores itaque dolorem eum.";;;890;attr_opt_attr_915;;;210;METER;0;0;;;70;;;;;;;;;;142;METER;"Tempore culpa vel dicta assumenda perspiciatis.";750;976;205;;;1;;attr_opt_attr_642;
id-3601;fam_24;;master_5_4_1,master_4_3_2;;1984-12-08;;;;;537;379;;;;;attr_opt_attr_346;455;;0;;;;2010-06-28;attr_opt_attr_214;;;;;"Dolores et eum animi itaque debitis perspiciatis odit.";;566;335;;494;655;;0;2013-02-11;;;"Hello world!";;;;;;;;attr_opt_attr_159;;;;;;382;322;;;;;;"Repellendus magnam est temporibus dicta reiciendis.";;;;;2009-04-20;;;;;;;;1995-11-03;1981-08-10;;;;;;;462;;"Itaque eum molestias officiis repellat.";312;METER;attr_opt_attr_259;595;METER;1;803;;;"Provident voluptate dolorem deserunt nisi eum qui.";;"Omnis nisi excepturi eum magnam.";;attr_opt_attr_914;;;;;;;;;;"Consectetur molestiae tempora dicta dolores.";;;;;120;METER;;;;;;;655;307;;;;;attr_opt_attr_640;"Rerum voluptatem eaque illo recusandae pariatur saepe veritatis voluptas."
id-3602;fam_37;;master_3_6_2,master_3_4_0;;;;;;;;;;;;1;attr_opt_attr_345;;;;;;;;;;attr_opt_attr_08;attr_opt_attr_07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_567;;;;attr_opt_attr_967;;;;;;;;;;;attr_opt_attr_252;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;attr_opt_attr_645;
id-3603;fam_5;;master_1_1_1,master_0_4_5;0;2014-12-12;attr_opt_attr_527;attr_opt_attr_238;1975-06-15;"Dolorem nostrum hic nam enim sit.";11;493;attr_opt_attr_637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3604;fam_42;;master_2_4_5,master_5_3_0;;;attr_opt_attr_528;;;;;;attr_opt_attr_634;772;METER;;;;;0;;;;;;;;;;"Reprehenderit voluptas eaque harum molestiae dolorum alias.";;;;;;;;0;;2001-01-16;"Quidem unde debitis laborum optio praesentium aliquam.";"Hello world!";;;;;;;;;;;;;;547;145;;;"In adipisci mollitia animi reiciendis voluptatem incidunt qui.";;;"Quis nihil molestias aut enim dolorem.";;;907;157;;;;"Illo eum laboriosam et ipsum quia sequi dolores.";;;;;1991-08-14;1976-10-28;;"Recusandae rerum non beatae aliquid.";;;559;METER;;;;;;;52;METER;;;;;;;;;;;;853;METER;;;;;919;;;;;1971-12-26;764;METER;0;0;371;METER;;449;;;;;;;;
id-3605;fam_5;;master_2_3_2,master_5_3_5;0;1977-01-21;attr_opt_attr_525;attr_opt_attr_231;1998-04-19;"Distinctio architecto et consectetur non.";392;974;attr_opt_attr_631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3606;fam_43;;master_4_1,master_6_0_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1976-10-16;;;"Et ipsa aut eveniet consequatur fuga laboriosam sapiente.";1;;;;;;;;;;;;;;;;;attr_opt_attr_254;;;;;;;"Qui nostrum magni animi sit vero eos.";;;;;;;;;;;;;892;;;;;;;;;;768;METER;;;;;;;;;;"Odit omnis eius possimus ea harum quis."
id-3607;fam_22;;master_4_5_6,master_5_4_2;;;;;1985-07-07;;372;922;;;;;;977;1;0;;;;;;;attr_opt_attr_05;attr_opt_attr_07;;"Omnis harum dolor sit repudiandae consequatur ea voluptatibus est.";;;;;74;555;;;;;"Eveniet fuga qui quasi non qui.";;;531;METER;;;1;0;;;;640;553;;300;26;;304;;;;;247;745;393;970;;;813;;0;"Aperiam ratione et quisquam ut.";;;;;;;;;134;METER;84;;;;;;;;;;;;"Officiis doloremque facilis aut ea explicabo illum sequi.";;;905;;;;72;METER;;;63;METER;;"Aliquid et error quia nam odit dolores illo.";;;;1989-11-09;;;1;0;;;;748;;;;;0;;attr_opt_attr_643;"Nihil maiores et minima voluptatem et."
id-3608;fam_26;;master_5_3_3,master_5_6_4;;;;;;"Reprehenderit suscipit accusamus voluptas molestiae.";;;;;;;;;;;;;attr_opt_attr_498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;217;;0;"Neque dolorem iusto id et officiis ea.";;;;;;;;;;;;;;;;;;;;910;;;;;;;;864;;995;METER;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3609;fam_9;;master_5_4_3,master_3_3_4;;;;;;;242;228;;;;;;;;;;;;;;;attr_opt_attr_00;attr_opt_attr_01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;556;285;;;;;;;;;;;2002-02-08;2014-12-24;;;;;;;;;;;;;;;;;;;;;;;;;;293;METER;;;;;;;;;;;;;;;674;METER;;;;;;;1;;;
id-3610;fam_15;;master_3_3_3,master_5_2_0;;;attr_opt_attr_520;;;;;;;;;;;;;0;;;;;;;;;;;;;;;969;108;;;2007-02-03;;;;;;;;;;;;;;;;;729;707;;;;;;;;;;;;;;"Dignissimos quas facere suscipit reprehenderit minima magnam sequi.";;;;;;;;;;;;;;;;349;METER;;;;;;;;;;;;;;attr_opt_attr_67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3611;fam_13;;master_4_6_1,master_6_5_0;0;;;attr_opt_attr_232;2009-12-17;;773;836;;596;METER;;;;;;;;;2009-02-17;;;;;;"Earum possimus quo eius maiores et temporibus corporis.";;;;;;;;;1989-05-26;2014-01-22;;;;;;2014-09-17;2015-01-24;1;1;;;;;;;522;39;;;;;;;;;366;33;;;896;;;"Excepturi vel occaecati illum omnis.";;;;;attr_opt_attr_968;"Ipsum nesciunt incidunt quis et.";;;;;;;"Molestiae sit placeat et fugit eius sed rerum.";;;attr_opt_attr_253;;;;247;"Nam aut quasi et et quo eius totam.";"Inventore harum vero temporibus quam ad et qui.";;;"Ipsam quod cupiditate laborum.";206;;916;;;;1;1;;;;"Libero sit quis tempora voluptas et explicabo dolore odio.";;;;;;;1;;;;"Non similique id non necessitatibus sint.";;529;188;;;;;attr_opt_attr_644;"Voluptas cupiditate ut est vitae."
id-3612;fam_0;;master_0_6_3,master_2_3_1;;1976-05-30;;;;;;;attr_opt_attr_637;;;;;;;;;;;;;;;;;"Voluptatem voluptate quasi qui.";;;;;;;;;;;;;;;;;;;;attr_opt_attr_159;;;;;;153;595;;;;;;;;;;;;;;;;;;1989-04-17;1976-11-13;1996-11-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ut impedit consequatur qui odit qui odio repellendus.";;;;;;;;;
id-3613;fam_33;;master_4_6_1,master_5_2_4;1;1993-12-06;;attr_opt_attr_231;;;;;;;;;;738;;;;;attr_opt_attr_491;1977-08-09;attr_opt_attr_215;;attr_opt_attr_07;attr_opt_attr_05;;"Voluptas laboriosam ut saepe nobis accusantium sed inventore omnis.";;;;;;;;;;2014-12-15;;"Hello world!";;;;1989-01-02;1995-10-19;;;;;;;;;316;81;;;;780;477;;;;;;1985-05-02;434;316;;0;"Illum et cupiditate sit minus qui voluptatibus.";;2005-11-20;;;;"Saepe qui illo et tenetur cum.";;;;;;;"Ut maxime temporibus at tempore nihil adipisci.";185;METER;;517;METER;;694;;;;;;;;;;;;1;1;691;METER;;;;;;;137;METER;0;;990;METER;;;;;;;1;;;
id-3614;fam_11;;master_4_4,master_5_1_6;0;;;;2002-03-02;;;;attr_opt_attr_635;481;METER;;attr_opt_attr_347;;;;;;attr_opt_attr_492;;attr_opt_attr_212;;attr_opt_attr_09;attr_opt_attr_07;;"Tenetur explicabo sed ad.";;925;827;;410;418;;;;;;"Hello world!";;377;METER;2004-11-02;2011-06-20;;;;;;;;;;;;;;;;;675;230;448;334;;451;;;;;attr_opt_attr_569;1986-05-18;;;attr_opt_attr_969;;;;;;466;;;;;;760;METER;;635;"Eius vero voluptas exercitationem qui architecto perferendis ut.";"Aut aut sit nobis consequatur dolores.";;;"Asperiores in itaque omnis architecto.";;attr_opt_attr_917;581;;;;;;450;METER;935;"Unde quis recusandae sit necessitatibus.";;;;;;;;0;;;;41;875;45;;;;;;"Sint esse nostrum fugit sed."
id-3615;fam_3;;master_4_0,master_6_2_6;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;242;592;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;465;159;;;;;;;;;;;;;attr_opt_attr_966;;;;;;;;;;;;;;0;;;;;;;788;;;;;;;;;;;;;;;;;;;;;;"Ipsa dolorum quaerat totam excepturi quo fuga veniam provident.";;;;;;;;;
id-3616;fam_7;;master_6_1_4,master_6_6_3;1;2005-06-28;;;;;;;attr_opt_attr_632;132;METER;;;740;;1;;;;2008-10-23;;;;;;"Iure et quaerat vel.";;250;538;;;;;;;2013-05-12;"Blanditiis exercitationem reprehenderit qui consequatur et ex.";;;915;METER;1976-07-25;1983-11-16;;;attr_opt_attr_150;;;;;;8;364;;;;591;981;;;;57;856;;;168;;;;;1977-10-18;;;;;;;;;;;;;;;;;0;;;;;;;;attr_opt_attr_917;953;attr_opt_attr_68;125;METER;;;680;METER;880;"Beatae esse delectus voluptatibus fuga quasi a.";;;;;;;;1;;;"Optio quam excepturi exercitationem iste aut.";;;;;;;;attr_opt_attr_640;"Facere culpa quisquam et modi rem sunt fuga."
id-3617;fam_28;;master_6_1_6,master_5_5_3;;;;;;;;;;;;;;322;0;;;;;;;;;;;"Quia sint debitis illum.";;;;;;;;;;;;;;;;;;;;;attr_opt_attr_598;attr_opt_attr_590;577;327;;;;;881;;;;;;;449;794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-11-09;;;;;;;;;;;;;;;;
id-3618;fam_24;;master_0_4,master_5_6_5;;1993-07-04;;;;;;;;;;;attr_opt_attr_344;626;;0;;;attr_opt_attr_494;;attr_opt_attr_216;;;;;"Nihil quaerat rerum ducimus alias nobis maxime omnis deleniti.";;635;310;;200;996;;;1986-10-13;;;"Hello world!";;;;;;;;attr_opt_attr_153;;;283;796;;;;;;;;;"Voluptatem laborum aspernatur voluptatem enim placeat qui.";;;960;335;;;;;;;;;1983-08-21;1990-09-25;;;;;;;259;;;921;METER;attr_opt_attr_259;360;METER;1;179;;;;;;;attr_opt_attr_916;212;;;;;;;;253;;;;;;;;;;;;;;;;;;1;;attr_opt_attr_643;"Ex sit suscipit quibusdam qui non et."
id-3619;fam_9;;master_5_4_1,master_3_1_6;0;;attr_opt_attr_520;attr_opt_attr_232;;;856;321;;;;1;;;;;;;;;attr_opt_attr_219;;;;;"Nemo esse iure non aut quos.";;427;190;;;;;1;;;;;;380;METER;;;;;;;;;;;812;939;;;;;;;261;12;;;2008-09-19;;;;;;;;1975-12-25;1990-10-23;;;;;;;921;;;638;METER;;;;;;;;;;"Doloremque a beatae odit aliquam tenetur quis.";378;attr_opt_attr_910;892;;43;METER;;;342;METER;;"Est non modi aliquid impedit consequatur.";;;;1980-11-24;;;1;1;;;;;;;;;0;;;
id-3620;fam_29;;master_2_4_0,master_2_6_1;;;;;;"Libero aut non assumenda animi.";;;;;;;;;;;;;;;;;;;;"Facilis modi quia aut cupiditate sapiente.";;;;;;;;;;;"Debitis eos laudantium modi et molestias magni.";;;;;2015-01-07;1989-03-02;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351;METER;;;;;;;;;;;;;;;;;"Sit beatae ex est quia perspiciatis.";;;;;;;;;
id-3621;fam_35;;master_0_3_4,master_4_1_6;;;;;;;;;;793;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;870;853;;169;424;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_253;;;;;;;;;;;;895;;960;METER;;;;;;;;;;;;;;;;;;;399;998;;;;;;
id-3622;fam_36;;master_3_1_4,master_5_4_5;;1999-07-30;attr_opt_attr_527;;;"Impedit voluptates autem sint quo.";153;885;;507;METER;1;;;;;;;attr_opt_attr_494;;attr_opt_attr_212;;;;;"Modi ab facere aut temporibus sunt et expedita ratione.";;784;538;;;;;1;;;"Accusamus placeat exercitationem rerum velit.";"Hello world!";;;;;;0;1;;attr_opt_attr_597;attr_opt_attr_590;;;;;;;17;;;;;;;646;418;1975-11-01;13;438;;;"Non modi excepturi qui excepturi.";;2004-12-15;;;;"Id et dolore pariatur error saepe est.";;;;;;;;;;attr_opt_attr_257;;;;;;;;;;319;;;;579;METER;;;;;;;;;;;;;;0;;;;;159;202;;;;;;
id-3623;fam_34;;master_2_2_5,master_4_6_4;1;;attr_opt_attr_527;;;;376;928;;;;1;;;;;;;attr_opt_attr_491;;;;;;;"Sit repellendus amet voluptatem.";;;;;;;;;;;"Reiciendis vero ipsum nihil voluptatem eveniet magnam voluptatem.";"Hello world!";;332;METER;2010-03-14;1976-05-04;;;attr_opt_attr_157;;;;;;629;871;;;;;;;699;730;703;385;2005-09-29;71;;"Est recusandae officiis incidunt hic.";1;"Odio est non aut modi.";;;1987-07-05;2013-09-04;;;;;;;;;;13;METER;attr_opt_attr_256;;;0;;;;"Explicabo tenetur tempora voluptas et reiciendis nulla praesentium hic.";;;;;896;;749;METER;;;851;METER;990;"Et est harum optio nobis eum vero.";;;;;;;;;751;METER;;;;;;;;;;"Quas officia ullam eaque expedita qui excepturi architecto."
id-3624;fam_7;;master_1_0_5,master_2_3_3;;1977-11-15;;;;;;;attr_opt_attr_631;;;;;;;0;;;;1975-07-19;;;;;;;;687;453;;;;;;;2010-07-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;783;;;;;;;;;;;;;;;;;;;;;
id-3625;fam_24;;master_5_5_1,master_1_1_4;;2003-06-29;;;;;324;858;;;;;;773;;0;;;attr_opt_attr_494;1974-06-08;;;;;;"Est aut delectus voluptas molestias.";;;;;485;571;;;2004-11-10;;"Iusto ad in necessitatibus qui aliquid.";"Hello world!";;;;;;;;;;;233;693;;872;629;;;;;;"Laborum nam provident commodi quam soluta.";;;414;217;2013-10-09;;;;;;;;1996-11-23;1994-04-30;;;;;;;250;;;506;METER;;760;METER;;642;;;;;;;;350;;;;;;;;133;;;;;;532;METER;;;;;;;852;764;;;1;;;
id-3626;fam_6;;master_4_2_6,master_6_0;1;;;;;;;;;841;METER;0;;34;0;1;;;;;;;;;;"Voluptas iste ipsa dolores et aut.";;635;512;;;;;1;;1983-08-20;;;;;;;;;;;;;;;;;;;;"Qui facere iusto dolor aut.";;;;22;83;;;;766;;;1;;attr_opt_attr_566;1977-02-20;2015-05-20;2010-09-06;;;;;;;;;;;;attr_opt_attr_256;;;0;197;"Provident totam sunt dolores ipsam fugiat minus consequatur.";"Quis adipisci officiis dolor rem id non.";"Voluptatem tempora voluptatem fugit.";;"Non sit sit velit deleniti sit.";;attr_opt_attr_918;487;;;;1;0;628;METER;795;;;;;;;;1;0;498;METER;;;937;908;;;;;;
id-3627;fam_32;;master_0_5_5,master_2_1;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_06;attr_opt_attr_07;;;;895;963;;;;;;;;;;;;;;;;;attr_opt_attr_155;;;364;657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Tempore at culpa quas incidunt in.";"Eum mollitia odit quo.";;;"Libero temporibus consequatur in repudiandae enim non et.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_647;
id-3628;fam_41;;master_3_1_0,master_1_4_6;0;;;attr_opt_attr_234;;;;;attr_opt_attr_636;;;0;attr_opt_attr_347;;;1;;;attr_opt_attr_495;;attr_opt_attr_212;;;;;"Aliquam rem et corrupti non.";;906;482;;;;;;;2000-10-16;;"Hello world!";;;;;;;;;attr_opt_attr_591;attr_opt_attr_598;;;;135;599;;;"Corrupti inventore voluptatibus atque omnis.";;;"Eum veritatis id alias accusamus quaerat dolor.";;;;;;;;;;"Est omnis nostrum temporibus est cum beatae veritatis.";;;1992-05-14;2011-07-03;attr_opt_attr_966;;;;710;METER;834;;;;;attr_opt_attr_257;;;;;;;;;;;attr_opt_attr_917;130;attr_opt_attr_65;;;0;1;464;METER;853;"Reprehenderit magni ex veniam.";;;;1972-05-21;;;1;;;;"At numquam quod dolorem aut.";126;755;881;;;;;attr_opt_attr_643;"Iusto vero sed sint dolorem et magnam esse."
id-3629;fam_27;;master_5_3,master_2_2_2;;;;;;;;;;;;;;26;;;;;;1981-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;;;;;808;792;;;;911;;;;;;;;;;;;;;;;;;;;attr_opt_attr_255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Aut dolor aperiam aliquid."
id-3630;fam_25;;master_2_6_3,master_0_0_5;;;;attr_opt_attr_233;;"Iure reprehenderit accusamus corporis aliquam esse nihil explicabo.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;139;METER;2005-02-06;1971-06-18;;;;;;;;;794;632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3631;fam_34;;master_4_2_6,master_2_2_0;1;;attr_opt_attr_522;;;;63;758;;;;0;attr_opt_attr_341;;1;;;;;;;;attr_opt_attr_07;attr_opt_attr_09;;"Velit harum quis quaerat consequuntur.";;;;;;;;;;;;"Hello world!";;5;METER;;;;;attr_opt_attr_154;;;;;;473;627;;;;;;;;;;;2015-09-11;;;;0;"Iusto alias enim quibusdam veritatis est.";;;1978-08-04;1995-07-20;;;;;;;;;;47;METER;attr_opt_attr_257;47;METER;0;;"Dolorem veritatis sit et et numquam corporis.";"Quos et consequuntur provident quibusdam sint magnam suscipit voluptatem.";;;;;;524;attr_opt_attr_67;385;METER;;;;;656;"Saepe consequatur quibusdam optio quos quas iusto aperiam.";;;;1989-05-19;;;;1;564;METER;;330;;;;;;;;"Aliquam corrupti aspernatur id voluptatem maxime."
id-3632;fam_25;;master_2_1_6,master_6_3_5;1;;;attr_opt_attr_238;;"Ipsa provident earum est.";668;493;;958;METER;1;;247;;1;;;;1970-06-25;attr_opt_attr_212;;;;;"Cupiditate cumque dolorem illo ut voluptates occaecati.";;393;55;;;;;0;2007-04-11;2014-09-07;"Non amet nobis vel neque.";"Hello world!";;215;METER;1996-08-27;1976-10-08;1;1;attr_opt_attr_155;attr_opt_attr_596;attr_opt_attr_590;99;632;;513;911;;;"Quis quia ut impedit tenetur est iusto.";;;;;;446;82;;229;963;;;;;;;;;;;;;;;;;;;attr_opt_attr_252;;;;681;;;"Perferendis laudantium ratione non.";;;;;;;;;;;;;;;;;;2016-06-03;;;;;;;;;;;;;;;;"Commodi aut ex rerum aut ut ut vero."
id-3633;fam_25;;master_1_5_1,master_4_1_0;;;;attr_opt_attr_239;;"Ea harum est quas recusandae corporis id.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;9;METER;2005-12-26;2005-10-26;;;;;;;;;570;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3634;fam_9;;master_2_2_6,master_1_0_6;1;;attr_opt_attr_529;attr_opt_attr_233;;;;;attr_opt_attr_630;;;0;;;;;;;;;attr_opt_attr_210;;attr_opt_attr_03;attr_opt_attr_05;;"Quibusdam laborum placeat eaque quia quaerat.";;;;;;;;0;1991-02-24;1984-02-29;;;;144;METER;;;;;;attr_opt_attr_590;attr_opt_attr_597;;;;975;850;;;;;;;168;1000;;;1989-12-03;598;;"Eligendi magni dolores officiis dolor et ut.";;;;;1980-09-03;1996-02-27;;;;;;;175;;;876;METER;;;;;;;;;;"Iusto minus accusamus eos quisquam fugit cumque consequuntur.";199;;;;846;METER;;;790;METER;701;"Dolorum voluptas aut sunt blanditiis provident et.";;;;2008-02-03;856;METER;1;1;939;METER;;;;;;;;;;
id-3635;fam_15;;master_2_6,master_3;;;attr_opt_attr_526;;;;;;;;;;;;;0;;;;;;;;;;;;;;;839;672;;;2005-03-26;;;;;;;;;;;;;;;;;270;59;;;;;;;;;;;;;;"In eius temporibus ea consequatur dolor maxime nisi.";;;;;;;;;;;;;;;;316;METER;;;;;;;;;;;;;;attr_opt_attr_67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3636;fam_1;;master_2_1_6,master_4_6_3;;;attr_opt_attr_524;;;;;;;;;;attr_opt_attr_342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;621;19;;;;;;;;;;;;;;;;;;1984-11-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;583;METER;;;;;;;;;;;;;;;;;;192;;;;;;;attr_opt_attr_646;
id-3637;fam_10;;master_5_5_2,master_0_6_1;1;;;attr_opt_attr_232;;;;;;;;;;;;;;;;;;;;;;"Eos omnis dolore tempora non provident optio rerum.";;;;;;;;;;;;;;145;METER;;;;;;;;;;;;;;;;929;932;"Voluptas necessitatibus quisquam delectus dolor.";;;;;;;;;;;;;;;attr_opt_attr_969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
