code;label-fr_FR;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_296;"Eius asperiores consequatur.";"Libero eos.";name;sku,name,attr_172,attr_340,attr_178,attr_876,attr_15,attr_227,attr_828,attr_333,attr_282,attr_2,attr_31,attr_487,attr_881,attr_23,attr_594,attr_673,attr_132,attr_685,attr_818,attr_250,attr_48,attr_928,attr_820,attr_155,attr_686,attr_90,attr_107,attr_922,attr_724,attr_149,attr_196,attr_544,attr_267,attr_716,attr_83,attr_966,attr_662,attr_731,attr_521,attr_203,attr_403,attr_87,attr_32,attr_579,attr_64,attr_150,attr_349,attr_264,attr_753,attr_792,attr_80,attr_874,attr_895,attr_537,attr_330,attr_268,attr_523,attr_281,attr_204,attr_638,attr_279,attr_187,attr_120,attr_466,attr_360,attr_271,attr_540,attr_138,attr_970,attr_756,attr_684,attr_390,attr_398,attr_380,attr_276,attr_111,attr_367,attr_592,attr_637,attr_145,attr_971,attr_426,attr_826,attr_491,attr_108,attr_257,attr_393,attr_692,attr_306,attr_325,attr_676,attr_533,attr_798,attr_37,attr_889,attr_449,attr_424,attr_382,attr_678;sku,attr_403,attr_889,attr_257,attr_594;sku,attr_196,attr_792,attr_662,attr_523
fam_297;"Dolor natus.";"Asperiores architecto tempora.";name;sku,name,attr_477,attr_934,attr_975,attr_767,attr_317,attr_252,attr_592,attr_720,attr_587,attr_423,attr_59,attr_697,attr_968,attr_279,attr_686,attr_808,attr_400,attr_9,attr_800,attr_267,attr_623,attr_87,attr_263,attr_457,attr_563,attr_370,attr_259,attr_580,attr_389,attr_989,attr_976,attr_84,attr_541,attr_755,attr_841,attr_694,attr_736,attr_383,attr_362,attr_965,attr_969,attr_643,attr_659,attr_212,attr_706,attr_678,attr_211,attr_878,attr_122,attr_236,attr_870,attr_28,attr_667,attr_544,attr_590,attr_224,attr_255,attr_201,attr_456,attr_135,attr_839,attr_780,attr_309,attr_105,attr_713,attr_990,attr_695,attr_372,attr_778,attr_282,attr_460,attr_669,attr_880,attr_987,attr_416,attr_897,attr_645,attr_102,attr_471,attr_112,attr_27,attr_364,attr_277,attr_142,attr_814,attr_754,attr_449,attr_450,attr_811,attr_152,attr_902,attr_403,attr_386,attr_4,attr_851,attr_77,attr_128,attr_712,attr_675;sku,attr_263,attr_754,attr_580,attr_4;sku,attr_416,attr_142,attr_563,attr_686
fam_298;"Facere voluptas.";"Sit alias.";name;sku,name,attr_948,attr_660,attr_783,attr_363,attr_984,attr_53,attr_803,attr_369,attr_103,attr_177,attr_89,attr_106,attr_244,attr_85,attr_991,attr_521,attr_479,attr_46,attr_578,attr_319,attr_735,attr_187,attr_246,attr_361,attr_316,attr_429,attr_51,attr_942,attr_413,attr_603,attr_381,attr_200,attr_130,attr_253,attr_918,attr_670,attr_459,attr_445,attr_186,attr_815,attr_383,attr_913,attr_520,attr_394,attr_17,attr_482,attr_756,attr_654,attr_805,attr_343,attr_11,attr_493,attr_658,attr_452,attr_580,attr_203,attr_127,attr_70,attr_723,attr_941,attr_743,attr_836,attr_770,attr_259,attr_627,attr_331,attr_211,attr_540,attr_772,attr_79,attr_988,attr_295,attr_993,attr_835,attr_773,attr_720,attr_688,attr_879,attr_154,attr_414,attr_293,attr_584,attr_906,attr_453,attr_404,attr_379,attr_156,attr_838,attr_416,attr_411,attr_178,attr_232,attr_712,attr_944,attr_434,attr_1,attr_210,attr_505,attr_194;sku,attr_383,attr_293,attr_993,attr_493;sku,attr_211,attr_942,attr_319,attr_156
fam_299;"Quia quod soluta.";"Quas nihil rerum.";name;sku,name,attr_407,attr_666,attr_605,attr_428,attr_751,attr_12,attr_451,attr_90,attr_30,attr_471,attr_789,attr_221,attr_78,attr_939,attr_104,attr_721,attr_257,attr_227,attr_712,attr_60,attr_688,attr_988,attr_870,attr_555,attr_874,attr_481,attr_915,attr_82,attr_497,attr_378,attr_501,attr_409,attr_907,attr_759,attr_490,attr_329,attr_710,attr_422,attr_851,attr_989,attr_527,attr_974,attr_135,attr_719,attr_739,attr_342,attr_447,attr_41,attr_711,attr_287,attr_254,attr_381,attr_927,attr_625,attr_898,attr_319,attr_129,attr_285,attr_357,attr_238,attr_58,attr_120,attr_593,attr_741,attr_681,attr_980,attr_131,attr_612,attr_27,attr_462,attr_493,attr_727,attr_390,attr_798,attr_320,attr_954,attr_32,attr_754,attr_110,attr_564,attr_679,attr_43,attr_68,attr_758,attr_667,attr_290,attr_728,attr_449,attr_429,attr_665,attr_550,attr_67,attr_352,attr_559,attr_763,attr_480,attr_136,attr_792,attr_52;sku,attr_227,attr_135,attr_285,attr_407;sku,attr_792,attr_710,attr_381,attr_471
fam_300;"Eligendi ea.";"Rerum odio.";name;sku,name,attr_353,attr_408,attr_38,attr_901,attr_720,attr_659,attr_174,attr_839,attr_438,attr_443,attr_11,attr_815,attr_155,attr_844,attr_997,attr_477,attr_370,attr_842,attr_226,attr_258,attr_0,attr_673,attr_5,attr_684,attr_981,attr_569,attr_898,attr_966,attr_297,attr_690,attr_545,attr_118,attr_435,attr_847,attr_760,attr_244,attr_241,attr_892,attr_800,attr_948,attr_858,attr_574,attr_292,attr_293,attr_688,attr_580,attr_196,attr_939,attr_808,attr_754,attr_47,attr_795,attr_528,attr_148,attr_277,attr_670,attr_210,attr_30,attr_146,attr_803,attr_623,attr_856,attr_680,attr_426,attr_849,attr_866,attr_560,attr_406,attr_409,attr_154,attr_418,attr_694,attr_327,attr_503,attr_529,attr_821,attr_186,attr_76,attr_460,attr_618,attr_508,attr_733,attr_946,attr_908,attr_644,attr_940,attr_160,attr_119,attr_357,attr_483,attr_56,attr_522,attr_126,attr_66,attr_440,attr_189,attr_478,attr_622,attr_645;sku,attr_966,attr_684,attr_754,attr_839;sku,attr_733,attr_440,attr_435,attr_760
fam_301;"Voluptate laboriosam.";"Consequatur asperiores repellendus.";name;sku,name,attr_874,attr_230,attr_788,attr_482,attr_630,attr_504,attr_440,attr_910,attr_409,attr_991,attr_683,attr_480,attr_884,attr_293,attr_79,attr_98,attr_568,attr_309,attr_512,attr_460,attr_5,attr_529,attr_386,attr_798,attr_620,attr_153,attr_115,attr_139,attr_593,attr_234,attr_680,attr_88,attr_126,attr_610,attr_903,attr_95,attr_232,attr_702,attr_62,attr_794,attr_976,attr_762,attr_922,attr_792,attr_9,attr_53,attr_36,attr_591,attr_984,attr_454,attr_567,attr_989,attr_764,attr_18,attr_854,attr_947,attr_513,attr_535,attr_46,attr_763,attr_435,attr_514,attr_187,attr_718,attr_128,attr_267,attr_259,attr_570,attr_528,attr_841,attr_747,attr_342,attr_982,attr_706,attr_662,attr_385,attr_815,attr_291,attr_665,attr_840,attr_296,attr_392,attr_687,attr_824,attr_863,attr_830,attr_851,attr_148,attr_790,attr_644,attr_85,attr_247,attr_519,attr_583,attr_314,attr_141,attr_743,attr_867,attr_408;sku,attr_535,attr_230,attr_665,attr_18;sku,attr_903,attr_309,attr_976,attr_644
fam_302;"Quo nihil.";"Ut fugit.";name;sku,name,attr_61,attr_570,attr_735,attr_922,attr_401,attr_406,attr_123,attr_555,attr_865,attr_196,attr_225,attr_111,attr_740,attr_147,attr_973,attr_840,attr_417,attr_976,attr_301,attr_333,attr_901,attr_363,attr_665,attr_731,attr_849,attr_443,attr_903,attr_283,attr_942,attr_107,attr_58,attr_63,attr_907,attr_376,attr_663,attr_101,attr_204,attr_213,attr_518,attr_323,attr_600,attr_269,attr_121,attr_294,attr_450,attr_673,attr_569,attr_967,attr_594,attr_432,attr_211,attr_911,attr_788,attr_102,attr_433,attr_877,attr_49,attr_434,attr_831,attr_914,attr_289,attr_959,attr_998,attr_516,attr_855,attr_592,attr_835,attr_736,attr_398,attr_486,attr_809,attr_317,attr_713,attr_596,attr_710,attr_243,attr_75,attr_405,attr_356,attr_206,attr_68,attr_900,attr_339,attr_940,attr_359,attr_324,attr_100,attr_89,attr_774,attr_509,attr_842,attr_236,attr_8,attr_462,attr_307,attr_750,attr_871,attr_267,attr_549;sku,attr_871,attr_570,attr_225,attr_976;sku,attr_356,attr_710,attr_903,attr_61
fam_303;"Expedita dolor.";"Sit quos aut.";name;sku,name,attr_121,attr_517,attr_37,attr_153,attr_778,attr_607,attr_858,attr_13,attr_420,attr_820,attr_273,attr_753,attr_313,attr_876,attr_234,attr_928,attr_493,attr_570,attr_426,attr_174,attr_232,attr_338,attr_255,attr_400,attr_596,attr_258,attr_433,attr_110,attr_318,attr_446,attr_166,attr_448,attr_742,attr_977,attr_398,attr_350,attr_291,attr_208,attr_947,attr_140,attr_218,attr_913,attr_609,attr_666,attr_67,attr_777,attr_744,attr_904,attr_885,attr_147,attr_364,attr_891,attr_94,attr_93,attr_796,attr_317,attr_376,attr_515,attr_911,attr_171,attr_152,attr_194,attr_943,attr_799,attr_131,attr_620,attr_14,attr_754,attr_752,attr_768,attr_671,attr_946,attr_743,attr_505,attr_294,attr_624,attr_419,attr_886,attr_471,attr_983,attr_590,attr_380,attr_120,attr_696,attr_340,attr_280,attr_47,attr_595,attr_954,attr_80,attr_902,attr_95,attr_934,attr_283,attr_449,attr_382,attr_878,attr_250,attr_251;sku,attr_140,attr_768,attr_742,attr_294;sku,attr_433,attr_140,name,attr_94
fam_304;"Nobis minus.";"Pariatur quis cupiditate.";name;sku,name,attr_751,attr_598,attr_307,attr_834,attr_286,attr_149,attr_101,attr_516,attr_892,attr_626,attr_563,attr_606,attr_767,attr_676,attr_87,attr_125,attr_387,attr_789,attr_983,attr_978,attr_236,attr_19,attr_358,attr_420,attr_226,attr_428,attr_559,attr_555,attr_425,attr_855,attr_548,attr_162,attr_88,attr_473,attr_183,attr_476,attr_798,attr_349,attr_647,attr_871,attr_232,attr_260,attr_686,attr_208,attr_510,attr_880,attr_582,attr_883,attr_382,attr_857,attr_711,attr_439,attr_836,attr_523,attr_710,attr_816,attr_833,attr_71,attr_300,attr_163,attr_595,attr_958,attr_290,attr_477,attr_421,attr_556,attr_370,attr_255,attr_120,attr_596,attr_435,attr_973,attr_220,attr_211,attr_537,attr_437,attr_659,attr_140,attr_866,attr_30,attr_26,attr_277,attr_656,attr_32,attr_706,attr_249,attr_201,attr_209,attr_107,attr_873,attr_707,attr_543,attr_856,attr_464,attr_4,attr_524,attr_837,attr_876,attr_110;sku,attr_656,attr_978,attr_249,attr_300;sku,attr_523,attr_370,attr_387,attr_559
fam_305;"Aut est.";"Sint consectetur.";name;sku,name,attr_830,attr_874,attr_45,attr_514,attr_944,attr_646,attr_852,attr_612,attr_384,attr_943,attr_711,attr_153,attr_74,attr_18,attr_639,attr_719,attr_453,attr_600,attr_573,attr_496,attr_865,attr_55,attr_26,attr_583,attr_678,attr_35,attr_616,attr_828,attr_224,attr_372,attr_438,attr_679,attr_858,attr_542,attr_68,attr_303,attr_19,attr_331,attr_123,attr_40,attr_528,attr_912,attr_151,attr_48,attr_367,attr_586,attr_780,attr_685,attr_498,attr_215,attr_538,attr_136,attr_237,attr_133,attr_205,attr_811,attr_849,attr_518,attr_664,attr_580,attr_584,attr_91,attr_835,attr_998,attr_857,attr_75,attr_463,attr_698,attr_260,attr_226,attr_824,attr_507,attr_272,attr_953,attr_859,attr_982,attr_608,attr_131,attr_190,attr_37,attr_252,attr_767,attr_587,attr_334,attr_938,attr_788,attr_492,attr_157,attr_697,attr_282,attr_751,attr_344,attr_961,attr_632,attr_977,attr_200,attr_529,attr_832,attr_52;sku,attr_26,attr_282,attr_998,attr_55;sku,attr_529,attr_237,attr_260,attr_697
fam_306;"Nihil optio vel.";"Reiciendis nobis.";name;sku,name,attr_565,attr_70,attr_186,attr_555,attr_810,attr_936,attr_952,attr_969,attr_587,attr_209,attr_103,attr_965,attr_678,attr_127,attr_146,attr_722,attr_206,attr_757,attr_848,attr_553,attr_676,attr_59,attr_466,attr_641,attr_732,attr_77,attr_535,attr_442,attr_65,attr_322,attr_397,attr_895,attr_776,attr_370,attr_557,attr_199,attr_331,attr_21,attr_471,attr_390,attr_258,attr_490,attr_510,attr_950,attr_125,attr_113,attr_364,attr_518,attr_110,attr_35,attr_924,attr_939,attr_963,attr_843,attr_348,attr_754,attr_277,attr_469,attr_232,attr_912,attr_418,attr_268,attr_714,attr_64,attr_531,attr_927,attr_462,attr_982,attr_846,attr_933,attr_393,attr_214,attr_455,attr_355,attr_673,attr_755,attr_871,attr_389,attr_856,attr_493,attr_539,attr_556,attr_4,attr_379,attr_62,attr_631,attr_361,attr_114,attr_420,attr_643,attr_752,attr_398,attr_828,attr_944,attr_61,attr_726,attr_834,attr_18,attr_458;sku,attr_125,attr_370,attr_963,attr_518;sku,attr_982,attr_641,attr_471,attr_631
fam_307;"At sit vel.";"Sit in natus.";name;sku,name,attr_831,attr_944,attr_722,attr_48,attr_580,attr_909,attr_138,attr_46,attr_500,attr_682,attr_989,attr_468,attr_74,attr_482,attr_523,attr_254,attr_770,attr_108,attr_50,attr_867,attr_286,attr_641,attr_181,attr_332,attr_528,attr_270,attr_765,attr_507,attr_586,attr_340,attr_268,attr_937,attr_348,attr_491,attr_304,attr_355,attr_985,attr_872,attr_787,attr_243,attr_602,attr_591,attr_764,attr_333,attr_229,attr_360,attr_242,attr_962,attr_942,attr_694,attr_530,attr_301,attr_752,attr_952,attr_546,attr_614,attr_167,attr_300,attr_544,attr_244,attr_436,attr_585,attr_78,attr_888,attr_153,attr_783,attr_713,attr_622,attr_174,attr_733,attr_152,attr_560,attr_66,attr_225,attr_412,attr_72,attr_704,attr_341,attr_25,attr_267,attr_639,attr_39,attr_650,attr_939,attr_857,attr_549,attr_738,attr_642,attr_141,attr_847,attr_374,attr_946,attr_518,attr_816,attr_86,attr_373,attr_842,attr_499,attr_14;sku,attr_733,attr_48,attr_682,attr_580;sku,attr_909,attr_304,name,attr_831
fam_308;"Qui et voluptas.";"Eum cum est.";name;sku,name,attr_843,attr_418,attr_548,attr_259,attr_159,attr_371,attr_304,attr_280,attr_780,attr_521,attr_674,attr_425,attr_745,attr_102,attr_517,attr_676,attr_255,attr_190,attr_606,attr_711,attr_531,attr_746,attr_809,attr_33,attr_19,attr_615,attr_610,attr_850,attr_631,attr_50,attr_589,attr_356,attr_591,attr_534,attr_74,attr_375,attr_242,attr_669,attr_8,attr_23,attr_382,attr_467,attr_27,attr_907,attr_671,attr_554,attr_40,attr_231,attr_279,attr_959,attr_833,attr_157,attr_217,attr_152,attr_11,attr_533,attr_963,attr_287,attr_372,attr_417,attr_326,attr_563,attr_811,attr_561,attr_885,attr_750,attr_51,attr_393,attr_182,attr_640,attr_57,attr_490,attr_794,attr_844,attr_165,attr_935,attr_188,attr_476,attr_52,attr_703,attr_886,attr_173,attr_29,attr_241,attr_46,attr_448,attr_262,attr_138,attr_968,attr_945,attr_804,attr_995,attr_352,attr_840,attr_950,attr_569,attr_913,attr_737,attr_158;sku,attr_809,attr_467,attr_242,attr_843;sku,attr_811,attr_521,attr_259,attr_640
fam_309;"Omnis alias mollitia.";"Quisquam nostrum.";name;sku,name,attr_280,attr_288,attr_576,attr_645,attr_71,attr_174,attr_903,attr_419,attr_62,attr_750,attr_699,attr_752,attr_405,attr_356,attr_370,attr_550,attr_718,attr_975,attr_422,attr_125,attr_514,attr_584,attr_65,attr_590,attr_512,attr_446,attr_930,attr_526,attr_162,attr_551,attr_444,attr_683,attr_220,attr_452,attr_822,attr_409,attr_318,attr_345,attr_968,attr_685,attr_455,attr_672,attr_610,attr_952,attr_251,attr_994,attr_44,attr_766,attr_509,attr_619,attr_962,attr_342,attr_929,attr_266,attr_164,attr_188,attr_435,attr_292,attr_153,attr_810,attr_594,attr_730,attr_16,attr_736,attr_334,attr_58,attr_357,attr_476,attr_491,attr_971,attr_568,attr_880,attr_222,attr_426,attr_581,attr_639,attr_119,attr_103,attr_468,attr_646,attr_232,attr_124,attr_307,attr_549,attr_510,attr_314,attr_563,attr_501,attr_184,attr_888,attr_108,attr_354,attr_605,attr_328,attr_315,attr_613,attr_424,attr_745,attr_631;sku,attr_444,attr_512,attr_71,attr_514;sku,attr_446,attr_342,attr_512,attr_125
fam_310;"Iste in.";"Corrupti eum molestias.";name;sku,name,attr_759,attr_701,attr_336,attr_756,attr_437,attr_488,attr_221,attr_52,attr_388,attr_558,attr_998,attr_583,attr_73,attr_820,attr_26,attr_978,attr_275,attr_270,attr_669,attr_971,attr_956,attr_22,attr_178,attr_603,attr_359,attr_464,attr_15,attr_670,attr_229,attr_181,attr_404,attr_335,attr_338,attr_345,attr_251,attr_552,attr_749,attr_902,attr_301,attr_423,attr_297,attr_880,attr_322,attr_775,attr_894,attr_818,attr_54,attr_237,attr_796,attr_425,attr_717,attr_897,attr_202,attr_511,attr_962,attr_482,attr_733,attr_153,attr_306,attr_742,attr_474,attr_943,attr_429,attr_801,attr_526,attr_49,attr_739,attr_293,attr_866,attr_545,attr_920,attr_36,attr_220,attr_610,attr_514,attr_945,attr_585,attr_731,attr_278,attr_715,attr_649,attr_892,attr_152,attr_434,attr_327,attr_447,attr_171,attr_210,attr_566,attr_424,attr_723,attr_710,attr_512,attr_395,attr_575,attr_195,attr_800,attr_158,attr_479;sku,sku,attr_221,attr_742,attr_327;sku,attr_359,attr_512,attr_338,attr_479
fam_311;"Tempore possimus placeat.";"Unde est corporis.";name;sku,name,attr_632,attr_451,attr_872,attr_948,attr_818,attr_214,attr_784,attr_178,attr_845,attr_17,attr_456,attr_585,attr_672,attr_347,attr_792,attr_507,attr_313,attr_323,attr_919,attr_84,attr_600,attr_773,attr_369,attr_960,attr_800,attr_38,attr_72,attr_912,attr_207,attr_241,attr_835,attr_496,attr_202,attr_850,attr_128,attr_682,attr_589,attr_967,attr_257,attr_354,attr_164,attr_37,attr_132,attr_760,attr_832,attr_114,attr_525,attr_981,attr_233,attr_389,attr_218,attr_566,attr_473,attr_86,attr_151,attr_895,attr_532,attr_364,attr_766,attr_474,attr_649,attr_726,attr_665,attr_780,attr_963,attr_533,attr_702,attr_991,attr_126,attr_576,attr_652,attr_721,attr_253,attr_377,attr_166,attr_637,attr_994,attr_147,attr_165,attr_742,attr_515,attr_137,attr_630,attr_479,attr_879,attr_568,attr_893,attr_962,attr_18,attr_14,attr_914,attr_814,attr_419,attr_583,attr_368,attr_98,attr_120,attr_891,attr_550;sku,attr_323,attr_18,attr_632,sku;sku,attr_872,attr_253,attr_630,attr_845
fam_312;"Perspiciatis dolores est.";"Omnis animi.";name;sku,name,attr_785,attr_19,attr_285,attr_397,attr_636,attr_452,attr_589,attr_319,attr_648,attr_10,attr_15,attr_683,attr_633,attr_441,attr_34,attr_421,attr_995,attr_272,attr_404,attr_879,attr_242,attr_258,attr_593,attr_494,attr_395,attr_592,attr_46,attr_635,attr_874,attr_795,attr_12,attr_699,attr_838,attr_232,attr_33,attr_907,attr_855,attr_385,attr_667,attr_152,attr_301,attr_614,attr_853,attr_127,attr_768,attr_702,attr_366,attr_345,attr_399,attr_110,attr_168,attr_979,attr_914,attr_216,attr_426,attr_302,attr_708,attr_165,attr_541,attr_819,attr_341,attr_858,attr_312,attr_772,attr_102,attr_121,attr_608,attr_212,attr_335,attr_56,attr_801,attr_909,attr_872,attr_292,attr_150,attr_627,attr_238,attr_201,attr_585,attr_940,attr_794,attr_817,attr_181,attr_840,attr_89,attr_562,attr_984,attr_459,attr_844,attr_17,attr_495,attr_64,attr_52,attr_20,attr_191,attr_84,attr_286,attr_536,attr_83;sku,attr_589,attr_84,attr_64,attr_168;sku,attr_593,attr_979,attr_636,attr_335
fam_313;"Et dicta pariatur.";"Aut voluptas et.";name;sku,name,attr_943,attr_201,attr_892,attr_151,attr_756,attr_552,attr_515,attr_211,attr_422,attr_67,attr_826,attr_854,attr_210,attr_235,attr_259,attr_482,attr_682,attr_317,attr_816,attr_834,attr_301,attr_272,attr_922,attr_878,attr_818,attr_208,attr_636,attr_808,attr_273,attr_431,attr_461,attr_650,attr_43,attr_152,attr_133,attr_969,attr_73,attr_391,attr_18,attr_92,attr_62,attr_276,attr_786,attr_320,attr_87,attr_872,attr_812,attr_136,attr_296,attr_254,attr_868,attr_945,attr_376,attr_76,attr_920,attr_754,attr_944,attr_744,attr_984,attr_270,attr_456,attr_758,attr_101,attr_949,attr_691,attr_618,attr_752,attr_21,attr_100,attr_767,attr_336,attr_610,attr_512,attr_663,attr_850,attr_425,attr_267,attr_748,attr_918,attr_251,attr_379,attr_508,attr_278,attr_155,attr_34,attr_55,attr_164,attr_303,attr_68,attr_400,attr_919,attr_972,attr_389,attr_894,attr_718,attr_412,attr_899,attr_569,attr_204;sku,attr_259,attr_718,attr_164,attr_270;sku,attr_854,attr_273,attr_919,attr_73
fam_314;"Sit optio.";"Non omnis.";name;sku,name,attr_990,attr_414,attr_536,attr_226,attr_470,attr_89,attr_694,attr_556,attr_278,attr_200,attr_394,attr_964,attr_204,attr_611,attr_491,attr_588,attr_246,attr_621,attr_691,attr_839,attr_769,attr_522,attr_314,attr_740,attr_55,attr_400,attr_146,attr_811,attr_40,attr_377,attr_108,attr_157,attr_829,attr_681,attr_651,attr_883,attr_597,attr_577,attr_290,attr_634,attr_312,attr_640,attr_747,attr_756,attr_944,attr_928,attr_357,attr_646,attr_298,attr_339,attr_196,attr_490,attr_558,attr_434,attr_873,attr_436,attr_433,attr_548,attr_202,attr_888,attr_20,attr_148,attr_350,attr_865,attr_97,attr_164,attr_10,attr_703,attr_666,attr_580,attr_123,attr_834,attr_913,attr_325,attr_972,attr_495,attr_874,attr_475,attr_693,attr_753,attr_641,attr_997,attr_564,attr_607,attr_894,attr_455,attr_722,attr_307,attr_128,attr_700,attr_665,attr_859,attr_295,attr_785,attr_905,attr_946,attr_251,attr_657,attr_358;sku,attr_339,attr_839,name,attr_123;sku,attr_666,attr_997,attr_339,attr_246
fam_315;"Perspiciatis excepturi excepturi.";"Sequi similique.";name;sku,name,attr_573,attr_923,attr_118,attr_340,attr_8,attr_634,attr_99,attr_885,attr_632,attr_36,attr_212,attr_229,attr_607,attr_492,attr_281,attr_728,attr_638,attr_181,attr_412,attr_860,attr_516,attr_955,attr_410,attr_741,attr_496,attr_350,attr_549,attr_564,attr_389,attr_717,attr_676,attr_654,attr_349,attr_319,attr_323,attr_642,attr_843,attr_602,attr_346,attr_45,attr_104,attr_313,attr_147,attr_160,attr_530,attr_80,attr_137,attr_231,attr_438,attr_863,attr_7,attr_952,attr_793,attr_32,attr_594,attr_751,attr_244,attr_582,attr_188,attr_270,attr_401,attr_927,attr_995,attr_369,attr_266,attr_964,attr_507,attr_296,attr_831,attr_236,attr_85,attr_383,attr_618,attr_315,attr_754,attr_416,attr_508,attr_647,attr_688,attr_684,attr_655,attr_880,attr_855,attr_153,attr_941,attr_658,attr_710,attr_987,attr_614,attr_830,attr_267,attr_446,attr_896,attr_424,attr_262,attr_239,attr_846,attr_329,attr_165;sku,attr_118,attr_607,attr_329,attr_952;sku,attr_987,attr_846,attr_602,attr_99
fam_316;"Quis quos.";"Repellendus sit.";name;sku,name,attr_612,attr_455,attr_287,attr_960,attr_50,attr_433,attr_216,attr_817,attr_91,attr_755,attr_482,attr_20,attr_657,attr_927,attr_865,attr_157,attr_508,attr_483,attr_753,attr_995,attr_863,attr_425,attr_204,attr_543,attr_396,attr_307,attr_339,attr_620,attr_594,attr_573,attr_66,attr_658,attr_494,attr_72,attr_966,attr_589,attr_39,attr_719,attr_884,attr_263,attr_894,attr_514,attr_92,attr_610,attr_192,attr_193,attr_875,attr_507,attr_414,attr_781,attr_467,attr_976,attr_989,attr_681,attr_725,attr_906,attr_62,attr_992,attr_395,attr_457,attr_705,attr_406,attr_873,attr_648,attr_476,attr_17,attr_693,attr_561,attr_459,attr_577,attr_238,attr_584,attr_740,attr_182,attr_364,attr_936,attr_869,attr_786,attr_15,attr_111,attr_97,attr_732,attr_199,attr_929,attr_950,attr_763,attr_897,attr_208,attr_835,attr_402,attr_523,attr_19,attr_677,attr_278,attr_160,attr_159,attr_876,attr_644,attr_586;sku,attr_561,attr_467,attr_995,attr_459;sku,attr_976,attr_763,sku,attr_865
fam_317;"Ab eveniet.";"Fugit nam.";name;sku,name,attr_368,attr_686,attr_760,attr_676,attr_267,attr_872,attr_17,attr_347,attr_614,attr_13,attr_741,attr_586,attr_859,attr_992,attr_718,attr_678,attr_736,attr_626,attr_295,attr_959,attr_485,attr_174,attr_4,attr_711,attr_517,attr_599,attr_553,attr_188,attr_636,attr_461,attr_576,attr_730,attr_39,attr_881,attr_374,attr_242,attr_172,attr_400,attr_429,attr_558,attr_403,attr_276,attr_594,attr_154,attr_238,attr_163,attr_113,attr_74,attr_67,attr_717,attr_119,attr_544,attr_319,attr_350,attr_934,attr_811,attr_980,attr_674,attr_504,attr_12,attr_165,attr_89,attr_156,attr_395,attr_538,attr_104,attr_837,attr_652,attr_653,attr_667,attr_149,attr_850,attr_545,attr_110,attr_541,attr_143,attr_584,attr_336,attr_378,attr_144,attr_283,attr_826,attr_816,attr_927,attr_665,attr_698,attr_489,attr_280,attr_848,attr_963,attr_190,attr_376,attr_870,attr_85,attr_932,attr_155,attr_745,attr_494,attr_357;sku,attr_717,attr_163,attr_686,attr_461;sku,attr_711,attr_155,attr_872,attr_143
fam_318;"Nesciunt est.";"Commodi explicabo.";name;sku,name,attr_318,attr_268,attr_38,attr_170,attr_571,attr_329,attr_88,attr_817,attr_823,attr_17,attr_48,attr_632,attr_733,attr_427,attr_160,attr_273,attr_234,attr_612,attr_343,attr_942,attr_46,attr_720,attr_554,attr_464,attr_977,attr_157,attr_541,attr_895,attr_876,attr_153,attr_696,attr_455,attr_929,attr_342,attr_296,attr_903,attr_754,attr_242,attr_475,attr_920,attr_763,attr_526,attr_686,attr_111,attr_399,attr_314,attr_253,attr_35,attr_385,attr_461,attr_885,attr_850,attr_18,attr_527,attr_819,attr_84,attr_910,attr_361,attr_402,attr_272,attr_558,attr_323,attr_618,attr_656,attr_400,attr_549,attr_962,attr_91,attr_337,attr_320,attr_952,attr_437,attr_278,attr_113,attr_354,attr_120,attr_79,attr_926,attr_457,attr_521,attr_679,attr_946,attr_158,attr_162,attr_582,attr_581,attr_826,attr_415,attr_864,attr_197,attr_163,attr_795,attr_221,attr_289,attr_756,attr_146,attr_216,attr_912,attr_362;sku,attr_464,attr_926,attr_581,name;sku,attr_289,attr_296,attr_903,attr_526
fam_319;"Impedit consectetur deserunt.";"Est possimus quae.";name;sku,name,attr_738,attr_365,attr_521,attr_7,attr_427,attr_212,attr_837,attr_72,attr_907,attr_551,attr_500,attr_512,attr_142,attr_243,attr_573,attr_690,attr_693,attr_244,attr_391,attr_572,attr_105,attr_34,attr_432,attr_58,attr_148,attr_456,attr_883,attr_107,attr_301,attr_593,attr_85,attr_389,attr_193,attr_981,attr_671,attr_375,attr_27,attr_251,attr_784,attr_312,attr_921,attr_247,attr_81,attr_3,attr_393,attr_325,attr_935,attr_457,attr_887,attr_917,attr_170,attr_597,attr_220,attr_778,attr_64,attr_115,attr_765,attr_757,attr_265,attr_195,attr_620,attr_567,attr_854,attr_235,attr_840,attr_926,attr_330,attr_358,attr_448,attr_815,attr_253,attr_106,attr_691,attr_575,attr_304,attr_946,attr_455,attr_383,attr_89,attr_835,attr_988,attr_128,attr_768,attr_477,attr_653,attr_53,attr_488,attr_33,attr_728,attr_31,attr_464,attr_725,attr_752,attr_844,attr_43,attr_211,attr_991,attr_329,attr_843;sku,attr_193,attr_691,attr_330,attr_27;sku,attr_837,attr_389,attr_843,attr_671
