sku;family;attr_43-en_US-ecommerce;attr_43-en_US-ecommerce-unit;attr_43-en_US-print;attr_43-en_US-print-unit;attr_51;attr_51-unit;attr_94;attr_53;attr_23;attr_85;attr_87;attr_87-unit;attr_49;attr_40;attr_9;attr_17;attr_64;attr_64-unit;attr_29-USD;attr_93;attr_78;attr_10;attr_59-en_US;attr_80;attr_70-USD;attr_8;attr_5;attr_30;attr_18;attr_18-unit;attr_38-USD;attr_56-en_US;attr_56-en_US-unit;attr_60;attr_27;attr_13;attr_46;attr_3;attr_83-en_US-ecommerce;attr_83-en_US-print;attr_55;attr_57;attr_72;attr_96-USD;attr_76;attr_25;attr_21;attr_95;attr_95-unit;attr_7;categories;attr_50-USD;attr_84;attr_81;attr_32;attr_47-en_US;attr_20;attr_89;attr_52;attr_48-USD;attr_90;attr_28;attr_33-USD;attr_67;attr_88;attr_79;attr_66;attr_68;attr_54;attr_86;attr_0-USD;attr_75;attr_44;attr_44-unit;attr_62;attr_14-en_US;attr_58;attr_73;attr_92-en_US;attr_65;attr_39;attr_63;attr_98;attr_34;attr_34-unit;attr_99-ecommerce;attr_99-print;attr_45;attr_45-unit;attr_35;attr_82;attr_77;attr_6-en_US;attr_2;attr_37;attr_26;attr_69;attr_1;attr_1-unit;attr_11;attr_91-en_US-USD;attr_41;attr_22;attr_4;attr_61;attr_31;attr_16-en_US;attr_24;attr_36;attr_15;attr_15-unit;attr_74;attr_12;attr_71;attr_97;attr_19;attr_19-unit;attr_42
id-3623;fam_10;;;;;638;METER;;;;attr_opt_attr_8599;509;METER;"Et enim vero velit quis delectus eveniet et.";;1979-08-30;481;221;METER;988;;;;;;618;;;;968;METER;;;;;;;342;attr_opt_attr_3182;;;;attr_opt_attr_57183;;;;;786;517;METER;;master_2_0_0,master_6_3_6;;;;;;;;;210;"Voluptates nihil aliquid qui.";;185;"Dolorem eum aut in provident maiores nisi.";0;;;;attr_opt_attr_5479;0;;;;;;attr_opt_attr_1437;;0;1997-11-26;;;;"Et voluptas sunt rerum non suscipit laudantium.";;;;;;;;attr_opt_attr_824;;;;;;;;;;;;;;0;;2012-05-08;;0;;;;attr_opt_attr_1276;;;;;
id-3624;fam_9;474;METER;329;METER;;;attr_opt_attr_9463;;1994-02-10;;;;;;;;;;256;0;;;;;573;1;;1;;;361;271;METER;;;;72;;;;;attr_opt_attr_57151;;;;;498;931;METER;attr_opt_attr_713;master_1_4_3,master_5_4_6;;;;;attr_opt_attr_47167;;;;260;;;;;1;1974-02-07;;"Iste quo dicta eaque dolores.";;;;;821;METER;;;;;1991-05-15;1;;attr_opt_attr_63104;"Et perferendis debitis fuga sed libero vel recusandae.";478;METER;;;494;METER;;;1;;;attr_opt_attr_37102;;;405;METER;;;;;;;;;;;925;METER;;attr_opt_attr_12121;0;;;;
id-3625;fam_1;;;;;210;METER;;;;attr_opt_attr_8554;;;;1;1973-07-26;;;;;;;;;;;;;0;;;;;;attr_opt_attr_6092;;58;;;;;;attr_opt_attr_5745;"Tempore reiciendis molestiae fuga eos reiciendis voluptas.";;;;;;;;master_2_2_5,master_6_1_3;558;;;;attr_opt_attr_4733;;"Omnis quia non animi ipsa exercitationem iste.";;;"Repellat pariatur explicabo laboriosam.";;;;1;;;;;0;;;;;;attr_opt_attr_1426;;;;;0;;;;;;;179;METER;;attr_opt_attr_82118;;;;attr_opt_attr_37110;"Odio et quaerat voluptas nihil harum eum cupiditate.";;822;METER;;;;;993;;;2005-11-12;0;;;;;;1;"Quo voluptates cum tempora et alias cupiditate.";298;METER;
id-3626;fam_15;;;;;;;;;1972-05-27;attr_opt_attr_85188;;;"Ut quia sunt laborum qui est ullam dolorum.";;1999-02-15;;;;565;0;;;;123;69;1;;0;;;;34;METER;attr_opt_attr_6021;0;316;;;;;;attr_opt_attr_5711;"Consectetur placeat eveniet vel qui maiores voluptate minima.";918;;;;129;METER;attr_opt_attr_7107;master_1_5_5,master_6_2;;;;;;;;;177;;;;;;;;"Ipsam exercitationem non iusto alias veritatis numquam aliquam.";;;927;;;;;;;0;;;;;;105;METER;;;;;;attr_opt_attr_82191;;;"Non vero quos dolorum ad ab id.";attr_opt_attr_3796;"Praesentium aut id ut natus amet sunt.";;;;;503;1977-10-22;;;0;;;;;;;;attr_opt_attr_12133;;;;;
id-3627;fam_10;;;;;293;METER;;;;attr_opt_attr_85133;851;METER;"Rem est architecto placeat.";;1999-03-30;11;;;167;;;;;;692;1;;;;;;918;METER;;;;12;attr_opt_attr_3127;;;;attr_opt_attr_57124;;;;;905;;;;master_1_6_6,master_3_2_3;;;;;;;"Sed est reiciendis consectetur quibusdam.";;350;"Quidem asperiores accusamus consectetur voluptas quidem officiis adipisci.";;862;"Omnis dicta facere magnam ipsa autem ratione laudantium.";;;;;attr_opt_attr_5488;;;;;;;attr_opt_attr_14117;attr_opt_attr_5861;0;1995-05-03;;;;"Cupiditate quo placeat vel aspernatur atque.";;;;;;;;;;;;;;;;;;;;;;0;;;;1;;;;;;;;;
id-3628;fam_2;497;METER;18;METER;;;;;;;;;"Hic autem et quia.";;2000-04-06;;155;METER;30;1;;;;;;1;;1;75;METER;;658;METER;;0;;957;;;;;;;292;;attr_opt_attr_2569;;;;;master_1_5_0,master_3_2_3;;;;;attr_opt_attr_47199;;;;139;"Qui tempora illo sunt doloribus.";;;"Beatae qui explicabo eos odit assumenda.";0;;;;;;;;;;;attr_opt_attr_1467;;0;;1;;attr_opt_attr_63124;;;;;;479;METER;;;;;;attr_opt_attr_37142;;;747;METER;;;1973-03-07;;21;1;0;;0;1;;;;;;"Rerum voluptas dolorem in soluta.";;;1985-12-03
id-3629;fam_17;692;METER;939;METER;250;METER;attr_opt_attr_94185;attr_opt_attr_53191;;;242;METER;;1;1992-10-05;;528;METER;390;1;;;;;602;1;;0;;;246;34;METER;attr_opt_attr_6040;;;542;;;;attr_opt_attr_5536;attr_opt_attr_5768;"Explicabo et rerum sit voluptatem id ut.";571;;attr_opt_attr_25132;769;615;METER;attr_opt_attr_7189;master_4_6_2,master_1_0_5;60;;;;attr_opt_attr_47186;;"Dolore rem error nostrum eius.";;;;;;;;;;;;;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;768;METER;;;;;;;
id-3630;fam_17;934;METER;907;METER;103;METER;attr_opt_attr_9496;attr_opt_attr_53187;2008-10-03;attr_opt_attr_85133;;;"Consequatur qui unde consequatur autem odit facere sed facere.";;;;423;METER;260;;;;;559;;0;;;823;METER;557;;;attr_opt_attr_60176;0;;;attr_opt_attr_317;;;attr_opt_attr_5518;attr_opt_attr_571;"Hic consequatur voluptatem dicta cum.";105;;attr_opt_attr_25129;;;;attr_opt_attr_7185;master_1_4_1,master_2_2_5;;;;;attr_opt_attr_47128;;"Vitae sunt mollitia cupiditate iusto quidem ipsam.";;;;;;;;;;;;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;METER;;;;;;;
id-3631;fam_15;;;;;;;;attr_opt_attr_53150;1972-02-11;attr_opt_attr_85126;;;"Libero facere aut natus.";;1976-10-23;;;;184;1;;;;517;;;;;;;;248;METER;attr_opt_attr_60119;1;;;;;;;attr_opt_attr_57173;;152;;;801;395;METER;attr_opt_attr_777;master_4_6_3,master_1_6_4;;;;;;;;;;;;;;;;;"Totam commodi atque ad asperiores omnis sequi voluptatem.";;;109;;;;;;;0;1986-09-06;;;;;387;METER;;;;;;attr_opt_attr_82162;;;;;"Praesentium qui sunt et asperiores natus.";;;;;;1999-01-22;;308;0;0;;;;;;;attr_opt_attr_12163;;;;;
id-3632;fam_18;295;METER;357;METER;563;METER;;;1983-02-17;attr_opt_attr_8586;;;;;;477;;;;;;;;;544;0;;1;;;;;;;;;;;;;attr_opt_attr_55114;attr_opt_attr_57135;;;;;;;;;master_5,master_2_6_0;;;;;;;"Eligendi nesciunt qui est qui corrupti molestiae nostrum.";;;;;724;"Excepturi eos aliquam deserunt dolor error dolorem accusamus.";0;1986-06-29;;;attr_opt_attr_5493;1;;;;;;;attr_opt_attr_5898;;;1;;attr_opt_attr_63100;"Temporibus quasi ut asperiores voluptas ut neque.";332;METER;;;357;METER;;;1;;"Praesentium nulla dignissimos cum dicta vel.";attr_opt_attr_3747;;;;;;;;;;;;;;;;;;;1;;;;
id-3633;fam_16;966;METER;250;METER;;;attr_opt_attr_94197;attr_opt_attr_5387;2007-06-17;;;;"At maiores omnis ea voluptatum unde.";;;33;;;;;;;;;549;;;1;;;;;;attr_opt_attr_6057;0;;396;;;;;;"Beatae fuga ipsam et nihil harum voluptas.";;;attr_opt_attr_25183;372;;;attr_opt_attr_726;master_5_4,master_6_6_2;577;;;;;;"Animi molestiae perspiciatis eveniet cupiditate.";;;;;;;0;;;;attr_opt_attr_54141;1;386;;;;;attr_opt_attr_1490;;1;1996-12-10;1;;;"Ratione amet rerum et veniam quis quae consectetur.";;;;;;;;;1;;;;;;;;;389;;;;0;1;1994-11-28;0;0;782;METER;;;;;;;1989-05-31
id-3634;fam_16;70;METER;90;METER;;;attr_opt_attr_9421;attr_opt_attr_5320;2001-05-07;;;;"Aut asperiores commodi nemo officiis voluptatem nulla.";;;383;;;;;;;;;262;;;0;;;;;;attr_opt_attr_60194;0;;938;;;;;;"Est quia autem esse numquam nihil consequatur repellat.";;;attr_opt_attr_2593;131;;;attr_opt_attr_7190;master_5_5_6,master_2_4;119;;;;attr_opt_attr_47190;;"Rerum consectetur pariatur quo in aut aliquid.";;;;;;;0;;;;attr_opt_attr_5471;0;35;;;;;attr_opt_attr_1431;;0;1983-12-07;1;;;;;;;;;;;attr_opt_attr_8211;;;;;;48;;;;;;;;1;1;1986-02-03;0;0;405;METER;;;;;;;1980-10-02
id-3635;fam_5;;;;;134;METER;;;;;;;"Incidunt a aliquid ut minus.";0;1974-07-30;198;306;METER;44;;;;;;;0;;0;;;606;;;;1;92;64;;;;attr_opt_attr_55111;attr_opt_attr_5767;;;;;;;;attr_opt_attr_7148;master_2_1_3,master_5_1_3;;;;;;;;;785;"Veritatis ut quia ex molestiae.";;;;1;;;;;;;;;;;;attr_opt_attr_586;;1990-11-12;1;;;;;;;;;;;attr_opt_attr_8238;;;;;;;;;;;;;;1;1;;1;;;;;attr_opt_attr_1271;1;"Voluptatum earum exercitationem inventore eveniet.";165;METER;
id-3636;fam_1;;;;;118;METER;attr_opt_attr_94141;;;attr_opt_attr_85124;404;METER;;1;1989-07-01;48;;;;;;;;648;;;;1;;;;;;;;204;;;;;;attr_opt_attr_5782;"Amet minima sed voluptates explicabo.";;;attr_opt_attr_2566;;;;;master_0_3_6,master_2_3_4;924;;;;;;"Animi laborum maxime iure fugit.";;;"Non commodi suscipit dicta commodi.";;;;0;;;"Odio cumque placeat et repellat et.";;;;;;;;attr_opt_attr_1485;;;2003-07-09;;1;;;;;;;694;METER;;attr_opt_attr_82142;;;;attr_opt_attr_3716;"Necessitatibus sunt est aut tempore hic.";;556;METER;;;;;171;0;;1988-10-30;;;866;METER;;;1;"Eaque corporis consequuntur soluta aut quo minima.";204;METER;
id-3637;fam_18;694;METER;158;METER;300;METER;attr_opt_attr_941;;1974-08-18;attr_opt_attr_85116;;;;;;37;438;METER;;;;;;486;789;1;;0;;;;302;METER;;;;785;attr_opt_attr_3161;;;attr_opt_attr_5511;attr_opt_attr_5781;;119;;;;950;METER;;master_5_0_5,master_4_4;;;;;;;;;;;;180;"Dolorum est est et voluptas quaerat.";;;;;attr_opt_attr_5499;0;;;;;;;attr_opt_attr_5861;;2004-03-11;;1;attr_opt_attr_6321;"Consequatur quia cum sed quod quia.";117;METER;;;68;METER;;;;;"Aliquid voluptatum ea suscipit nihil perspiciatis dolorem.";attr_opt_attr_37113;;;;;;;;;;;;;;;;;;;1;;;;
id-3638;fam_0;;;;;56;METER;attr_opt_attr_94104;attr_opt_attr_531;2008-01-02;;517;METER;;;;;932;METER;;;;;;;417;;;;579;METER;;;;;;;240;;;;;;;;;;30;;;attr_opt_attr_748;master_4_2_5,master_3;379;;;;;;"Voluptatem impedit eius possimus dolorem et.";;;;;;;;1999-06-09;;;attr_opt_attr_5454;0;;;;;;;attr_opt_attr_58117;1;1975-11-19;;0;attr_opt_attr_6312;;;;;;;;;;;;"Sed aut reiciendis amet aliquid.";attr_opt_attr_37117;;;180;METER;;;;;;1;1;;;;357;METER;;attr_opt_attr_12156;;;;;
id-3639;fam_5;;;;;558;METER;;attr_opt_attr_53181;;;;;"Ut eos odit iste dolorem.";1;1982-03-14;492;295;METER;927;;;;;;;;;;;;;;;;0;518;;;;;;attr_opt_attr_5760;;4;;;;;;attr_opt_attr_7137;master_5_1_0,master_0_6_2;;;;;attr_opt_attr_4789;;"Ea rerum veritatis minus id.";;305;"Quae aut velit vero eius necessitatibus.";;;;0;;;;;;;;9;METER;;;;;1971-07-21;;0;;;;;;;527;METER;;attr_opt_attr_82112;0;;;;;;;;;102;;;406;0;;;1;;;;;attr_opt_attr_128;1;;656;METER;
id-3640;fam_13;591;METER;978;METER;337;METER;;attr_opt_attr_5320;;attr_opt_attr_8577;811;METER;;0;1970-02-01;;;;;0;;;;359;;;;;;;;;;attr_opt_attr_6033;;389;76;attr_opt_attr_384;;;attr_opt_attr_55131;attr_opt_attr_5739;;;;;;;;;master_3_4_5,master_4_5_4;786;;;;;;"Illo doloremque unde numquam.";;472;;;;"Aut quia qui architecto molestiae autem.";0;;;;;0;;;;;;;attr_opt_attr_584;1;;0;1;;;;;;;427;METER;;attr_opt_attr_8257;1;;"Dolorem quia asperiores repellendus et et facere.";;"Dolorem non qui perspiciatis aspernatur est.";417;;;;;1986-01-12;;;;;;;0;26;METER;;;;"Similique est nesciunt sequi similique accusamus enim.";986;METER;1970-07-26
id-3641;fam_6;;;;;;;;;1983-01-23;;;;"Est expedita ab ut dolorem non aspernatur.";1;;880;776;METER;;0;;;;702;;1;;;;;909;710;METER;;1;947;;;;;;;;221;;;890;;;;master_0_0_5,master_2_0_2;907;;;;attr_opt_attr_47191;;"Temporibus fuga ea earum enim qui qui.";;;"Veritatis libero nemo et unde soluta aspernatur dolorum.";;;;;1984-08-08;;"Aut fugiat et asperiores.";;0;889;;29;METER;;;;;1973-05-07;1;;;;;;;;;;;attr_opt_attr_8289;;;;attr_opt_attr_37116;;851;;;;;1971-10-21;;;1;;2000-09-13;;;;;;attr_opt_attr_1224;;;;;
id-3642;fam_8;;;;;;;;;;;;;"Ut neque dicta et et officia aut.";0;;688;;;;;;;;;;;;0;;;235;;;attr_opt_attr_6011;;;;;;;;;;;;;111;868;METER;attr_opt_attr_7104;master_5_1_1,master_2_1_5;;;;;;;;;;;;902;"Illum alias harum dignissimos placeat eos velit rerum.";;;;;attr_opt_attr_54193;;;;;;;;;;;1;1;;;48;METER;;;;;;;;;;;"Et omnis praesentium libero sit.";;210;METER;;;;;854;;1;;0;;299;METER;;;1;"Libero non non nemo voluptate.";446;METER;
id-3643;fam_0;;;;;655;METER;attr_opt_attr_9493;attr_opt_attr_5355;1997-05-09;attr_opt_attr_85193;;;;;;;;;977;;;;;;729;;;;365;METER;;835;METER;;;;483;;;;attr_opt_attr_55115;attr_opt_attr_5722;;;;;728;;;;master_3_0,master_4_0_5;583;;;;;;"Voluptates eaque nemo ut.";;;;;;"Non eligendi sequi deserunt aliquid dignissimos eum.";1;2015-02-19;;;;0;;;;;;;;1;2009-06-13;;;;;869;METER;;;;;;;;;"Iste odio sunt harum aut.";;;820;;;;;;;;0;1;;;;946;METER;;;0;;;;
id-3644;fam_6;;;;;;;;;1995-04-16;;;;"Consequuntur occaecati laudantium ut nihil.";0;;341;541;METER;;1;;;;503;965;1;;;;;885;208;METER;;;709;;;;;attr_opt_attr_5583;;;830;;;910;;;;master_6_5_4,master_4_3_5;922;;;;attr_opt_attr_474;;"Hic commodi aut asperiores iusto minus.";;;"Dicta ab error sunt est sequi et.";;;;;1977-08-30;;;;;509;;;;;;;;1977-10-04;1;;;;;;;;;;;attr_opt_attr_828;;;;attr_opt_attr_3753;;896;;;;;;;;1;;1993-08-25;0;;;;;attr_opt_attr_12157;;;;;
id-3645;fam_17;709;METER;689;METER;910;METER;;attr_opt_attr_53152;2005-11-30;attr_opt_attr_8559;;;"Amet quibusdam officia veniam voluptatibus.";;2012-05-30;794;917;METER;96;;;;;678;;;;0;357;METER;244;;;attr_opt_attr_6042;0;139;629;attr_opt_attr_3123;;;attr_opt_attr_5554;attr_opt_attr_5773;;850;;attr_opt_attr_25152;257;656;METER;attr_opt_attr_79;master_3_5_4,master_6_6_1;787;;;;attr_opt_attr_4790;;"Maiores molestiae ipsum velit ab et consectetur ab.";;;;;;;;;;;;;628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;METER;;;;;;;
id-3646;fam_8;;;;;;;;;;attr_opt_attr_85188;;;;1;;757;;;;;;;;802;;;;1;;;;;;;;;;;;;;;;;;;824;891;METER;attr_opt_attr_7166;master_5_1_1,master_6_1_0;282;;;;;;"Nihil aliquam quaerat minima error nihil cum.";;;"Ut et doloribus ratione architecto dolores quasi repellat.";;338;"Aut non dolore cum aliquid.";;;;;attr_opt_attr_54173;1;;;;;;;;;;;1;;;777;METER;;;;;;;;;;;;;159;METER;;;;;750;;1;1975-10-22;1;0;82;METER;;;;;344;METER;
id-3647;fam_8;;;;;;;;;;attr_opt_attr_85156;;;"Quo corrupti ducimus dolorum velit nobis recusandae.";0;;173;;;;;;;;818;;0;;0;;;318;;;attr_opt_attr_6071;;978;;;;;;;;;;;539;52;METER;attr_opt_attr_752;master_4_4_0,master_1_3_2;142;;;;;;;;;;;98;"Eligendi velit et et consequatur.";;;;;attr_opt_attr_5426;;;;;;;;;;1974-12-10;1;0;;;765;METER;;;;;;;;;;;;;714;METER;;;;;;;0;2014-08-01;1;;191;METER;;;;"Voluptatum excepturi est tempore animi et deleniti eos.";336;METER;
id-3648;fam_8;;;;;;;;;;;;;"Harum iusto consequatur quam.";0;;333;;;;;;;;;;;;1;;;768;;;attr_opt_attr_6020;;997;;;;;;;;;;attr_opt_attr_2519;545;18;METER;;master_4_5_5,master_4_1_1;513;;;;;;"Ut tempora non velit eveniet dolore et sed.";;;"Non culpa velit repellat provident maxime.";;66;"Odit qui asperiores ipsum veritatis nobis nobis quae animi.";;;;;attr_opt_attr_5470;0;;;;;;attr_opt_attr_1489;;;1970-04-25;1;1;;;;;;;;;;;;;;;;;558;METER;;;;;74;;1;1976-05-15;1;0;520;METER;;;0;"Ducimus iure animi qui a.";229;METER;
id-3649;fam_5;;;;;;;;;;;;;"Qui nostrum provident consequuntur eos totam culpa nobis.";;2012-04-28;156;222;METER;;;;;;;;0;;1;;;;628;METER;;0;760;118;;;;attr_opt_attr_55190;attr_opt_attr_5779;;82;;;;;;attr_opt_attr_7121;master_0_2_0,master_0_4_0;599;;;;;;;;917;;;;;;;;;attr_opt_attr_54195;;;;;;;;attr_opt_attr_5838;;;0;;;;;;;;250;METER;;attr_opt_attr_824;1;;;;;;;;;654;;;;;1;;1;;;;;attr_opt_attr_12198;1;"Eum sit ut recusandae molestiae impedit.";685;METER;
id-3650;fam_11;;;;;;;attr_opt_attr_94119;;;attr_opt_attr_85136;;;;1;;;;;747;;;;;;;;;1;;;;;;;;;;;;;;;"Eos odit est at cumque accusantium minus ut.";978;;;82;553;METER;;master_6_6,master_5_4_6;532;;;;;;"Quis consectetur omnis eos nemo.";;;;;;"Assumenda nihil incidunt rem quia.";;1972-01-09;;;attr_opt_attr_5448;1;706;;;;;;;0;2013-09-14;1;;;;;;;;376;METER;;;;;;;;;979;METER;;;;;156;1;;;1;;;;;;1;"Praesentium voluptatem assumenda quidem reiciendis quis quisquam.";;;2015-03-07
id-3651;fam_8;;;;;;;;;;attr_opt_attr_85175;;;"Sequi modi excepturi totam ab praesentium optio qui ipsum.";0;;499;;;;;;;;;;1;;0;;;639;;;attr_opt_attr_6056;;958;;;;;;;;;;;116;;;attr_opt_attr_7176;master_0_1_1,master_1_4_5;167;;;;;;"Sint recusandae eum omnis ea et.";;;"Dolor et aut distinctio tempore velit cum quo consequuntur.";;978;"In natus soluta et quibusdam nisi doloribus asperiores.";;;;;;0;;;;;;attr_opt_attr_14114;;;2007-02-24;1;0;;;679;METER;;;;;;;;;;;"Temporibus omnis enim est et similique laudantium architecto.";;846;METER;;;;;289;;1;1999-09-22;1;0;302;METER;;;;"Molestias facere ex doloremque rerum voluptas perferendis sed sint.";481;METER;
id-3652;fam_7;638;METER;7;METER;;;attr_opt_attr_94112;;;;794;METER;;;2007-09-25;;;;;;;;;;;1;;;;;;;;;0;10;487;attr_opt_attr_3151;;;;;;89;;attr_opt_attr_25160;413;706;METER;attr_opt_attr_782;master_5_2_1,master_4_0_5;299;;;;attr_opt_attr_47164;;;;;;;;;0;;;"Similique hic quia ipsum.";;;;;;;;;;0;2000-04-03;;;;;;;;;;;;attr_opt_attr_82135;;;"Sed enim in amet commodi voluptatibus iste repellat.";;;;;;;;;;;;0;;1;;560;METER;;;1;;;;
id-3653;fam_3;750;METER;289;METER;;;attr_opt_attr_94196;;;;;;"Enim cupiditate dolorem eius et quia accusantium.";;;521;629;METER;;;;;;;;;;0;;;806;;;;0;;430;attr_opt_attr_387;;;attr_opt_attr_55107;attr_opt_attr_57190;;;;;;;;attr_opt_attr_722;master_4_1,master_6_1_6;939;;;;;;;;678;"Sint vel sunt nostrum iusto velit molestiae.";;582;"Sed sed voluptas ab repellat ratione.";;1990-03-23;;;;;;;;;;attr_opt_attr_1475;attr_opt_attr_58161;;2013-01-03;0;1;;;;;;;;;;attr_opt_attr_8243;;;"Minima ut et autem aut harum earum.";attr_opt_attr_3776;;945;;;;687;;;;1;;;0;;735;METER;;;;;;;
id-3654;fam_8;;;;;;;;;;;;;"Temporibus inventore non sit asperiores perspiciatis.";1;;270;;;;;;;;703;;1;;1;;;;;;;;747;;;;;;;;;;attr_opt_attr_2530;164;528;METER;attr_opt_attr_7172;master_2_0_1,master_2_0_0;;;;;;;;;;"Vitae ipsa et laboriosam maxime delectus qui.";;;"Quia laboriosam doloremque similique iusto exercitationem.";;;;;;1;;;;;;attr_opt_attr_142;;;2009-10-24;0;1;;;956;METER;;;;;;;;;;;"Optio voluptas et alias non esse.";;;;;;;;881;;0;1990-04-07;1;0;200;METER;;;1;"Tempora in ut aut illum hic.";30;METER;
id-3655;fam_17;;;;;522;METER;attr_opt_attr_94123;attr_opt_attr_53113;1978-01-29;attr_opt_attr_85102;382;METER;"Tempore quas facilis odio saepe.";1;2004-01-19;530;649;METER;;1;;;;380;49;;;1;682;METER;;197;METER;attr_opt_attr_60169;0;680;929;;;;attr_opt_attr_55163;attr_opt_attr_5777;"Sed non ad quia.";351;;attr_opt_attr_2589;16;;;attr_opt_attr_7176;master_1_0_0,master_1_0_1;512;;;;attr_opt_attr_47197;;"Minima in inventore impedit iusto.";;;;;;;;;;;;;915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;294;METER;;;;;;;
id-3656;fam_6;;;;;;;;;;;;;;0;;465;12;METER;;0;;;;740;972;0;;;;;;;;;1;330;;;;;;;"Rem expedita distinctio asperiores.";181;;;;;;;master_3_5_4,master_5_1_5;57;;;;attr_opt_attr_47172;;"Laudantium sunt nemo ex aut animi unde ex.";;;;;;;;;;"Vel sit hic debitis amet soluta.";;1;941;;;;;;;;1977-04-25;0;;;;;;;;;;;attr_opt_attr_8213;;;;attr_opt_attr_3731;;;613;METER;;;;;;0;;;;;;;;;;;;;
id-3657;fam_0;;;;;187;METER;attr_opt_attr_94164;attr_opt_attr_533;1972-12-12;;;;;;;;917;METER;680;;;;;;454;;;;75;METER;;213;METER;;;;165;;;;attr_opt_attr_5598;;;;;;213;;;;master_3_1_2,master_2_2;814;;;;;;;;;;;;"Magnam totam sunt quis iure eveniet commodi iure quasi.";0;1984-09-30;;;attr_opt_attr_5475;0;;;;;;;;;2001-05-21;;0;attr_opt_attr_6366;;;;;;;;;;;;"Est quod veniam eaque dolores voluptas ut.";;;;225;METER;;;;;;0;1;;;0;66;METER;;attr_opt_attr_1222;0;;;;
id-3658;fam_18;305;METER;180;METER;708;METER;attr_opt_attr_9442;attr_opt_attr_53108;1994-10-13;attr_opt_attr_8596;;;;;;696;;;;;;;;566;;1;;;;;;302;METER;;;;368;attr_opt_attr_30;;;attr_opt_attr_55157;attr_opt_attr_57132;;263;;;;836;METER;;master_5_6_3,master_3_1_1;;;;;;;;;;;;612;"Occaecati quis sint perferendis earum quae harum.";0;1970-05-21;;;attr_opt_attr_54106;0;;;;;;;attr_opt_attr_5835;1;1982-04-09;0;1;attr_opt_attr_63176;"Accusamus tenetur et est porro voluptate quo id expedita.";272;METER;;;650;METER;;;1;;;attr_opt_attr_37108;;;;;;;;;;;;;;;;;;;0;;;;
id-3659;fam_1;;;;;473;METER;attr_opt_attr_9472;;;attr_opt_attr_85169;;;;0;2006-07-10;276;;;;;;;;;;;;0;;;;;;attr_opt_attr_6031;;;;;;;;attr_opt_attr_5773;"Cupiditate et reiciendis dolorum autem autem.";;;attr_opt_attr_25130;;;;;master_0_1,master_6_0_1;633;;;;attr_opt_attr_47110;;"Et adipisci minima nihil ipsum.";;;;;;;1;;;"Voluptatem est quis architecto praesentium et.";;0;;;;;;attr_opt_attr_14180;;;2009-06-28;;0;;;;;;;47;METER;;;;;;attr_opt_attr_37189;"Commodi nisi voluptas sunt quo est soluta.";;866;METER;;;;;836;0;;;0;;580;METER;;;0;;391;METER;
id-3660;fam_3;44;METER;153;METER;;;attr_opt_attr_94141;;1997-04-29;;;;"Nulla saepe incidunt sit earum similique totam soluta.";;;370;703;METER;;;;;;;;;;0;;;399;;;;0;;490;attr_opt_attr_382;;;attr_opt_attr_5581;attr_opt_attr_5733;;;;;;;;attr_opt_attr_7156;master_3_2_3,master_4_0_0;;;;;;;;;732;;;419;;;2012-09-12;;"Dolor nulla aut a ipsum.";;;;;40;METER;;attr_opt_attr_14144;attr_opt_attr_58133;;2000-12-10;0;;;;;;;;;;;;0;;"Atque enim itaque dolor eligendi porro.";attr_opt_attr_37172;;352;;;;553;;;;1;;;1;;;;;;;;;;2007-01-13
id-3661;fam_16;994;METER;907;METER;;;attr_opt_attr_9497;attr_opt_attr_5346;1991-02-14;;;;"Quia sit natus a repudiandae nostrum aspernatur eaque qui.";;;;;;;;;;;;611;;;;;;;;;;;;988;;;;attr_opt_attr_55157;;"Assumenda eos dolorem et vitae eum qui et.";;;attr_opt_attr_2561;62;;;attr_opt_attr_7199;master_1_1_5,master_5_2_3;116;;;;attr_opt_attr_47192;;"Sit laboriosam commodi animi.";;;"Earum doloribus ut magni voluptas expedita tempore aut.";;;;1;;;;attr_opt_attr_54171;1;627;;;;;attr_opt_attr_14149;;0;1970-02-10;0;;;"Dolorem numquam modi provident nihil velit aperiam dolores.";;;;;;;;attr_opt_attr_8264;;;;;;;;;;770;;;;1;;1981-09-10;0;1;27;METER;;;;;;;1979-05-30
id-3662;fam_4;;;;;;;;;;attr_opt_attr_8573;889;METER;;;1990-05-21;;467;METER;;;;;;;134;;;0;;;752;139;METER;;;;;;;;;;"Consequatur aliquam expedita consectetur adipisci consectetur maiores rerum.";;;attr_opt_attr_25143;;;;attr_opt_attr_7104;master_6_5_5,master_3_1_6;694;;;;;;"Eum tempora qui iusto sit ipsa sed ut.";;;"Est eum blanditiis illo sint consequatur aspernatur.";;409;;;1979-07-20;;;;1;;;;;;attr_opt_attr_14168;;;;;0;;;245;METER;;;984;METER;;attr_opt_attr_82142;;;;attr_opt_attr_37181;"A quaerat sunt vero vel nam non.";840;;;;328;2006-11-06;;;;;;;;;;;;;;;;1991-12-29
